book_title,book_author,Category 
The Search for the Beloved: Journeys in Sacred Psychology,Jean Houston,['Consciousness']
Introducing Consciousness,David Papineau,['Consciousness']
The Self-Made Snowman,Fernando Krahn,['Carriages and carts']
Jailbird: A novel,Kurt Vonnegut,['Ex-convicts']
Getting Even With Dad,Jordan Horowitz,['Ex-convicts']
Jailbird : a novel,Kurt Vonnegut,['Ex-convicts']
My mother/my self: The daughter's search for identity,Nancy Friday,"['Love, Maternal']"
The Hoffnung companion to music,Gerard Hoffnung,['Humorous music']
Anne Tyler Four Complete Novels,Anne Tyler,['Children of divorced parents']
Henry's Leg (Puffin Story Books),Ann Pilling,['Children of divorced parents']
"2nd Chances: Men, Women, and Children a Decade After Divorce",Judith S. Wallerstein,['Children of divorced parents']
"Fourth and Goal (Varsity Coach, No 1)",Tommy Hallowell,['Children of divorced parents']
When Mom and Dad Divorce:: An Elf-Help Book for Kids (Elf-Help Books for Kids),Emily Menendez-Aponte,['Children of divorced parents']
"Starting Over (Keepsake, No 3)",Beverly Sommers,['Children of divorced parents']
Tales of Wisdom: One Hundred Modern Parables,Howard Schwartz,['Parables']
Complete Works Of William Shakespeare,Outlet,['Drama inglés']
Evening Games: Tales of Parents and Children,Alberto Manguel,['Family Fiction']
Coming out: An act of love,Rob Eichberg,['Coming out (Sexual orientation)']
Two Halves of New Haven,Martin Schecter,['Coming out (Sexual orientation)']
Consenting Adult,Laura Keane Zametkin Hobson,['Coming out (Sexual orientation)']
Classical mythology,Mark P.O Morford,"['Mythology, Classical']"
"Odysseus and the Great Challenge (Richardson, I. M. Tales from the Odyssey, 6.)",I. M. Richardson,"['Mythology, Classical']"
A Child's Book of Myths and Enchantment Tales,Margaret Evans Alice,"['Mythology, Classical']"
Tales of the Greek Heroes (Puffin Books),Roger Lancelyn Green,"['Mythology, Classical']"
Halloween Echo,Susan Clymer,['Halloween stories']
Hocus Pocus : Junior Novelization (Junior Novel Series),DISNEY PRESS,['Halloween stories']
Winning Ways: A Photohistory of American Women in Sport,Sue MacY,['Sports for women']
IN 1 ERA OUT OTHER,Sam Levenson,"['Levinson, Sam']"
Raging Heart: The Intimate Story of the Tragic Marriage of O.J. and Nicole Brown Simpson,Sheila Weller,['African American football players']
Breakfast in Hell: A Doctor's Eyewitness Account of the Politics of Hunger in Ethiopia,Myles Harris,['Ethiopia']
Eleanor Roosevelt: A Personal and Public Life,J. William T. Youngs,"[""Presidents' spouses""]"
Jacqueline Susann's Dolores,Jacqueline Susann,"[""Presidents' spouses""]"
The Italians:  A Full-Length Portrait Featuring Their Manners and Morals,Luigi Barzini,['Italy']
Words in Commotion and Other Stories,Tommaso Landolfi,['Italy']
Let's Go Italy 2002,Sarah Yasmin Resnick,['Italy']
Leopard,Giuseppe Di Lampedusa,['Italy']
Roman Nights and Other Stories,Pier Paolo Pasolini,['Italy']
"Rick Steves' Italy 1999 (Rick Steves' Italy, 1999)",Rick Steves,['Italy']
Kathapat_rannalum Panketuttavarum,Santos,['Italy']
"Lonely Planet Italy (Italy, 4th ed)",Helen Gillman,['Italy']
"Songbirds, Truffles, and Wolves: An American Naturalist in Italy",Gary Paul Nabhan,['Italy']
The Famous Stanley Kidnapping Case,Zilpha Keatley Snyder,['Italy']
In God's name,David A Yallop,['Italy']
The Science of Entomology,William Romoser,['Entomology']
Ten Days That Shook the World,John Reed,['Soviet Union']
Dr. Zhivago,Pasternak,['Soviet Union']
The Russian Revolution (OPUS S.),Sheila Fitzpatrick,['Soviet Union']
Ten Days That Shook The World,John Reed,['Soviet Union']
Course of Russian History,Melvin C. Wren,['Soviet Union']
The Fate of the Revolution: Interpretations of Soviet History from 1917 to the Present,Walter Laqueur,['Soviet Union']
A Day in the Life of the Soviet Union,Rick Smolan,['Soviet Union']
"Russia: Broken Idols, Solemn Dreams",David K. Shipler,['Soviet Union']
Gregorius the Good Sinner,Hartmann Von Aue,['German poetry']
One Hundred and One Classic Love Poems,Contemporary Books,['Love poetry']
Everything Belongs                                                         Mpn: The Gift of Contemplative Prayer,Richard Rohr,['Contemplation']
The Hour That Changes the World,Dick Eastman,['Contemplation']
The Ascent to Truth,Thomas Merton,['Contemplation']
Walking on Water: Reaching God in Our Time,Anthony Mello,['Contemplation']
Pedagogy of the oppressed (Pedagogy of Oppressd Ppr),Paulo Freire,['Critical pedagogy']
Politically Incorrect: The Emerging Faith Factor in American Politics,Ralph E. Reed,['Christian sociology']
"America's inland waterway;: Exploring the Atlantic seaboard,",Allan C Fisher,['Altantic Intracoastal Waterway']
In Wildness Is the Preservation of the World,Henry David Thoreau,['Nature photography']
Broken Spirits,Eberhard Grames,['Nature photography']
Dress for Excellence,Lois Fenton,['Grooming for men.']
All about Ground Covers (Ortho's All about),Ortho Books,['Ground cover plants']
"All About Azaleas, Camellias & Rhododendrons (Ortho Library)",Ortho Books,['Azaleas']
Easy Money: A Novel,Barbara Wright,['Denver (Colo.)']
Beany Malone,Lenora Mattingly Weber,['Denver (Colo.)']
Terms of Love (Leisure Historical Romance),Shirl Henke,['Denver (Colo.)']
Other Halves,Sue McCauley,['New Zealand fiction']
City of Reeds,Tina Shaw,['New Zealand fiction']
Te kaihau = The windeater,Keri Hulme,['New Zealand fiction']
True Stars,Fiona Kidman,['New Zealand fiction']
Luck!: How to Get It and How to Keep It!,James Sasse,['Fortune']
"Fruit Flies, Fish & Fortune Cookies (An Avon Camelot Book)",Anne Lemieux,['Fortune']
At the Well of Wyrd: A Handbook of Runic Divination,Edred. Thorsson,['Fortune']
The Star Gazer,Zsolt Harsanyi,['Astronomers']
Is Anyone Out There?: The Scientific Search for Extraterrestrial Intelligence,Frank Drake,['Astronomers']
Stardust (Palisades Pure Romance),Shari MacDonald,['Astronomers']
A Gift of Sharing: A Celebration of Christmas and Hanukkah,Deborah Raffin,['Christmas.']
No Saving Grace,Zachary Klein,['Hate crimes']
Practical Encyclopedia of Natural Healing,Bricklin,['Naturopathy']
Encyclopedia of Natural Medicine,Michael T. Murray,['Naturopathy']
GETTING THINGS DONE,EDWIN C. BLISS,['Management']
Speaking from experience: Illustrated solutions to the business problems you face everyday,L. Ron Hubbard,['Management']
Connections: Quadrant II Time Management,A. Roger Merrill,['Management']
Future Perfect,Stanley M. Davis,['Management']
Six action shoes,Edward De Bono,['Management']
The Little Book of Management Bollocks,Alastair Beaton,['Management']
The Complete Time Management System,Christian H. Godefroy,['Management']
Mahabharata,William Buck,['Bharata (Hindu mythology)']
The Romantic,Barbara Gowdy,['Loss (Psychology)']
The Weather Works,Mike Wilks,['Factories']
La Trama China (Spanish Edition),Lisa See,['Factories']
Clash of Eagles,Leo Rutman,['Nazis']
Getting Together: Building a Relationship That Gets to Yes,Roger Fisher,['Interpersonal relations.']
"One-On-One With Andy Grove: How to Manage Your Boss, Yourself, and Your Co-Workers",Andrew S. Grove,['Interpersonal relations.']
What to Do When He Won't Change: Getting What You Need from the Man You Love,Dan Kiley,['Interpersonal relations.']
Chekhov: The Major Plays,Anton Pavlovich Chekhov,['Russian drama']
MR SCOTT GD ENTEPRS (Star Trek),Claire M. Johnson,['Enterprise (Imaginary space vehicle)']
The HRT Solution : Optimizing Your Hormone Potential,Marla Ahlgrimm,['Menopause']
Dr. Susan Love's Hormone Book : Making Informed Choices About Menopause,Susan M. Love,['Menopause']
Dr. Miriam Stoppard's Practical Guide to the Menopause (Dorling Kindersley Health Care),Miriam Stoppard,['Menopause']
Menopause,"Miriam, Dr. Stoppard",['Menopause']
sed & awk (A Nutshell handbook),Dale Dougherty,['AWK (Langage de programmation)']
Woman Plus Woman,Dolores Klaich,['Lesbianism.']
Essential System Administration,AElig;leen Frisch,['Computer engineering']
Computer Engineering: Hardware Design,M. Morris Mano,['Computer engineering']
Everything You Need to Know About American History (Scholastic Homework Reference Series),Kelly Zeman,['Homework']
Everything You Need to Know About World History Homework: A Desk Reference for Students and Parents/4th to 6th Grades (Scholastic Homework Reference Series),Anne Zeman,['World history']
Eyewitness to History,John Carey,['World history']
Decline and Fall of Practically Everybody (Nonpareil Book),Will Cuppy,['World history']
Blessing or Curse: You Can Choose,Derek Prince,['Blessing and cursing']
The Curse of the Calico Cat (Stepping Stone Books),Ellen Weiss,['Blessing and cursing']
The Hound of the Baskervilles: Another Adventure of Sherlock Holmes (The Oxford Sherlock Holmes),Sir Arthur Conan Doyle,['Blessing and cursing']
CURSE OF THE CLAW (PHANTOM VALLEY ) : CURSE OF THE CLAW (Phantom Valley),Lynn Beach,['Blessing and cursing']
Green Development: Environment and Sustainability in the Third World (Routledge Natural Environment-Problems and Management Series),W.M. Adams,['Developing countries']
The Global Politics of the Environment,Lorraine M. Elliott,['Environmental degradation']
Extinction,Michael Boulter,['Environmental degradation']
Six White Horses (Janet Dailey Americana Series),Janet Dailey,['Oklahoma']
Strange Bedfellow (Janet Dailey Americana),Janet Dailey,['Rhode Island']
Sentimental Journey,Janet Dailey,['Tennessee']
The Dixie Belle's Guide to Love,Luanne Jones,['Tennessee']
Ground Zero (Deathlands #27) (Deathlands  27),James Axler,['Washington (D.C.)']
"The Rough Guide to Washington D. C. (Washington, D.C. (Rough Guides))",Jules Brown,['Washington (D.C.)']
"Fodor's 98 Washington, D.C. (Fodor's Gold Guides)",Anastasia Redmond Mills,['Washington (D.C.)']
When Feeling Bad Is Good,Ellen McGrath,['Adjustment disorders']
"Mala Noche: And Other \Illegal\"" Adventures""",Walt Curtis,['Gay authors']
"In the presence of mine enemies, 1965-1973;: A prisoner of war",Howard Rutledge,['Prisoners of war']
313 Days to Christmas: A Human Record of War and Imprisonment,Alan Mackay,['Prisoners of war']
New Windmills: I Am David (New Windmills),Anne Holm,['Prisoners of war']
Great Escapes of World War II,George Sullivan,['Prisoners of war']
Parent Trap: Junior Novel,Hallie Marshall,['Mistaken identity']
Rules Of The Game,Penny Jordan,['Mistaken identity']
Back-Slash,William H. Lovejoy,['Computer crimes']
Information Warfare: Chaos on the Electronic Superhighway,Winn Schwartau,['Computer crimes']
At Large: the Strange Case of the World's Biggest Internet Invasion,Charles C. Mann,['Computer crimes']
The Complete Hacker's Handbook : Everything You Need to Know About Hacking in the Age of the Web,Dr. X,['Computer crimes']
Looking for Andrew McCarthy,Jenny Colgan,['Nostalgia']
Farewell Party,Milan Kundera,['Czech fiction']
A prayer for Katerina Horovitzova,Arnost Lustig,['Czech fiction']
Brighton Rock (Twentieth Century Classics),Graham Greene,['Brighton (England)']
Brighton Rock (Essential.penguin S.),Graham Greene,['Brighton (England)']
Cosa Nostra,John Dickie,['Drug traffic']
The CACTUS GARDEN,Chris Ward,['Drug traffic']
The Licensee,Hugh Collins,['Drug traffic']
Army of Devils (Able Team No 8),Dick Stivers,['Drug traffic']
Legacies: Prometheus Orpheus Socrates,Joan M. Erikson,['Orpheus (Greek mythology)']
Our Emily,Mary Jane Staples,['Adams family (Fictitious characters)']
Take Me There,Paul Mathur,['Rock groups']
U2 Faraway So Close,B.P. Fallon,['Rock groups']
Uptight Velvet,Omnibus Press,['Rock groups']
The Beach Boys and the California myth,David Leaf,['Rock groups']
Getting into Counselling (Getting into),Jeff Riley,['Counseling']
Intentional Interviewing and Counseling: Facilitating Client Development in a Multicultural Society (Counseling),Allen E. Ivey,['Counseling']
The Process of Counseling and Therapy,Janet Moursund,['Counseling']
Book Lovers' London,Lesley Reader,['Bookstores']
"Bloomsbury Birthday Quid: \Faith\"" (Bloomsbury Birthday Quids)""",Joanna Trollope,['Bookstores']
Dead Man Running: The True Story of a Secret Agent's Escape from the IRA and MI5,Martin McGartland,"['Espionage, British']"
Gareth Gates,Sian Solanas,['Singers']
Trouble Man the Life and Deat Gaye,Steve Turner,['Singers']
The Backstreet Boys,Maggie Marron,['Singers']
Streisand : The Woman and the Legend,James Spada,['Singers']
Colours of my life: The Judith Durham story,Graham Simpson,['Singers']
Merman: An Autobiography,Ethel Merman,['Singers']
My First Forty Years,Placido Domingo,['Singers']
Celine Dion: the Complete Biography,Lisa Peters,['Singers']
Witches and Warlocks,Philip W. Sergeant,['Witchcraft']
Prairie,Anna Lee Waldo,['Ranch life']
Whitey and the Colt-Killer (An Avon/Camelot Book),Glen Rounds,['Ranch life']
Prairie: The Legend of Charles Burton Irwin and the Y6 Ranch,Anna Lee Waldo,['Ranch life']
Merlin's Legacy: Daughter of Fire (Merlin's Legacy),Quinn Taylor Evans,['Merlin (Legendary character)']
"The Way of Merlin: The Prophet, the Goddess and the Land",R.J. Stewart,['Merlin (Legendary character)']
FLETCHERS WOMAN PROMOTION WITH MY OUTLAW,Linda Lael Miller,['Guardian and ward']
"Open To Influence (Harlequin Presents, No 1052)",Frances Roding,['Guardian and ward']
"Star Light, Star Bright (The Starlight Trilogy, Bk 2)",Marian Wells,['Mormons']
Sirens (Vintage Contemporaries),Stephen Willard Pett,['Mormons']
Brigham Young: The New York Years (Charles Redd Monographs in Western Histo),Richard F. Palmer,['Mormons']
Simplicity,Edward De Bono,['Chang (psychology)']
"Instant Java (Java Series (Mountain View, Calif.).)",John A. Pew,['Java (Computer program language)']
Java Software Solutions: Foundations of Program Design,John Lewis,['Java (Computer program language)']
"Java Software Solutions: Foundations of Program Design, Update JavaPlace",John Lewis,['Java (Computer program language)']
Danny Goodman's Javascript Handbook,Danny Goodman,['Java (Computer program language)']
Teach Yourself Javascript in a Week,Arman Danesh,['Java (Computer program language)']
Learning Java (The Java Series),Patrick Niemeyer,['Java (Computer program language)']
Web Development with Java Server Pages,Duane K. Fields,['Java (Computer program language)']
"Core Java (Java Series (Mountain View, Calif.).)",Gary Cornell,['Java (Computer program language)']
The joy of signing: The new illustrated guide for mastering sign language and the manual alphabet,Lottie L Riekehof,['American Sign Language']
Signing Illustrated: The Complete Learning Guide,Mickey Flodin,['American Sign Language']
American Sign Language dictionary,Martin L. A Sternberg,['American Sign Language']
American Sign Language Dictionary,Martin L. A. Sternberg,['American Sign Language']
"For Hearing People Only: Answers to Some of the Most Commonly Asked Questions about the Deaf Community, Its Culture, and the \Deaf Reality\""""",Matthew S. Moore,['American Sign Language']
"Perigee Visual Dictionary of Signing: An A to Z Guide to over 1,250 Signs of American Sign Language",Rod Butterworth,['American Sign Language']
Sign Language Made Simple,Edgar D. Lawrence,['American Sign Language']
Signing How to Speak With Your Hands,Elaine Costello,['American Sign Language']
Signing Naturally: Student Videotext and Workbook Level 1 (Vista American Sign Language Series Functional Notional Appr),Cheri Smith,['American Sign Language']
"Disgusting Digestion (Arnold, Nick. Horrible Science.)",Nick Arnold,['Digestion']
Discourse on the Origin of Inequality (The World's Classics),Jean-Jacques Rousseau,['Equality']
You Are Here This Is Now: The Best Young Writers and Artists in America,David Levithan,['Teenage artists']
Fresh 15-minute meals,Emalee Chapman,['Quick and easy cooking']
"20-Minute Cookbook: 50 Delicious, Quick and Healthy Recipes (Step-By-Step)",Steven Wheeler,['Quick and easy cooking']
The Comet is Coming!,Nigel Calder,['Comets']
In the Days of the Comet,H. G. Wells,['Comets']
A Party to Die for,Lord Grahamm,['Comets']
Natural Childbirth the Bradley Way,Susan McCutcheon,['HEALTH & FITNESS']
Between Heaven and Earth: A Guide to Chinese Medicine,Harriet Beinfield,['HEALTH & FITNESS']
There's Something I'Ve Been Meaning to Tell You,Loralee MacPike,['Children of gay parents']
Daddy's Wedding,Michael Willhoite,['Children of gay parents']
"Two Moms, the Zark, and Me",Johnny Valentine,['Children of gay parents']
The age of reason,Jean Paul Sartre,['French fiction']
"Blue Eyes, Black Hair (Pantheon Modern Writers)",Marguerite Duras,['French fiction']
Lac,Jean Echenoz,['French fiction']
The Acacia: A Novel,Claude Simon,['French fiction']
"The Sailor from Gibraltar (Calderbook, Cb157)",Marguerite Duras,['French fiction']
The Immoralist.,"AndrE Paul Guillaume, Gide",['French fiction']
The Lily of the Valley,Honore De Balzac,['French fiction']
"The Girl Who Played Go, the (Anz Tpb)",Shan Sa,['French fiction']
The glade within the grove,David Foster,['Attis (God)']
"East, West",Salman Rushdie,['East and West']
One Thousand Chestnut Trees,Mira Stout,['East and West']
"Young Indiana Jones and the Plantation Treasure (Young Indiana Jones, Book 1)",William McCay,['Adventure fiction']
Last of the Tree Ranchers,John Bianchi,['Adventure fiction']
The Power,Colin Forbes,['Adventure fiction']
The Famous Five 3: Five Run Away Together (Famous Five),Enid Blyton,['Adventure fiction']
The Famous Five 6: Five on Kirrin Island Again (Famous Five),Enid Blyton,['Adventure fiction']
Famous Five 8: Five Get into Trouble (Famous Five),Enid Blyton,['Adventure fiction']
Crimson Tide,Richard P. Henrick,['Adventure fiction']
Jungle Book (Great Illustrated Classics),Rudyard Kipling,['Adventure fiction']
Transformation: The Breakthrough,Whitley Strieber,['Abduction.']
Bewitched Forever: The Immortal Companion to Television's Most Magical Supernatural Situation Comedy,Herbie J. Pilato,['Bewitched (Television program)']
Pioneering Space: Living on the Next Frontier,James E. Oberg,['Space stations']
"Net Guide: Your Map to the Services, Information and Entertainment on the Electronic Highway",Peter Rutten,['Computer Communication Networks']
A Braided Cord: Memoirs of a School Librarian,Mary Virginia Gaver,['Bibliothèques scolaires - Administration - Histoire - 20e siècle']
Digital Character Animation,George Maestri,['Computer animation']
Sex Changes: The Politics of Transgenderism,Pat Califia,['Cross-dressing']
To Bathe in Lightning,Anne Gay,['Space colonies']
Surf Monkeys (Choose Your Own Adventure No. 131),Jay Leibold,['Gangs']
China Gate,William Arnold,['Gangs']
The Principal,M. C. Sumner,['Gangs']
Starseeker,Tim Bowler,['Gangs']
Teach Yourself C in 21 Days (Teach Yourself (Teach Yourself)),Peter G. Aitken,['C (Computer program language)']
Teach Yourself C++ in 24 Hours (Teach Yourself in 24 Hours Series),Jesse Liberty,['C (Computer program language)']
Mastering C++: From C to C++ in 2 Weeks,Nathan Gurewich,['C (Computer program language)']
Turbo C/C++ (Borland-Osborne/McGraw-Hill programming series),Herbert Schildt,['C (Computer program language)']
Xlib programming manual (The Definitive guides to the X Window System),Adrian Nye,['C (Computer program language)']
ANSI C Made Easy,Herb Schildt,['C (Computer program language)']
Teach Yourself C++ Programming in 21 Days,Jesse Liberty,['C (Computer program language)']
An Introduction to Programming With C++,Diane Zak,['C (Computer program language)']
The Road Runner Mid-Mesa Marathon (A Little golden book),Teddy Slater,['Coyote']
COYOTE DREAMS,Susan Nunes,['Coyote']
Looney Tunes Wile,American Education Publishing,['Coyote']
Casper/Friends Forever,Golden Books,['Casper the Friendly Ghost (Fictitious character)']
WB Casper & Wendy,Harvey Cartoon Studios,['Casper the Friendly Ghost (Fictitious character)']
The Empire Strikes Back: A Storybook (Star Wars Series),J. J. Gardner,['Galaxies']
The Magic School Bus Hello Out There: A Sticker Book About the Solar System,Joanna Cole,['Solar system']
1000 Facts About Space,Pam Beasant,['Solar system']
Jumanji: A Storybook (Storybook),A. L. Singer,['Board games']
The Game of the Goose,Ursula Dubosarsky,['Board games']
Wwf Wrestling: The Official Book,Ed Ricciuti,['Wrestlers']
Wow-World of Wrestling: Best of Wcw,Benchmark,['Wrestlers']
The Complete Idiot's Guide to Pro-Wrestling,Lou Albano,['Wrestlers']
The Dangers of Strangers,Carole G. Vogel,['Children and strangers']
Trick or Treat Halloween (First-Start Easy Readers (Paperback)),Sharon Peters,['Easy reader']
"Awesome Sega Genesis Secrets II (Gaming Mastery, No. 2)",J. Douglas Arnold,['Sega Genesis (Game)']
WWF War Zone Official Strategy Guide for PlayStation and N64,Bill Kunkel,['Nintendo video games']
Furby Official Trainers Guide,J. Douglas Arnold,['Electronic toys']
Star Fox 64 Survival Guide,J. Douglas Arnold,['Star Fox 64 (Game)']
Calvin y Hobbes / Calvin and Hobbes (Calvin y Hobbes),Bill Watterson,['Calvin (Fictitious character : Watterson)']
Nasty Nick: How to Be a Right Bastard,Nick Bateman,['Big brother (Television program : Great Britain)']
Never done: A history of American housework,Susan Strasser,['Home economics']
More Hours in My Day/Updated for the 90s,Emilie Barnes,['Home economics']
Organising from the Inside Out,Julie Morgenstern,['Home economics']
Window over the Sink,Peg Bracken,['Home economics']
The Complete Idiot's Guide to Organizing Your Life (Complete Idiots Guide),Georgene Lockwood,['Home economics']
From Bedlam To Bliss: the Complete Home Organisation System,Wendy Shiels,['Home economics']
Here Come the Boys No. 13 (Girls of Canby Hall),Emily Chase,['Colleges and universities']
"Party Time! (Girls of Canby Hall, No 21)",Emily Chase,['Etiquette']
Grover's Guide to Good Manners (Little Golden Books : Sesame Street),Constance Allen,['Etiquette']
Guide to Good Manners: The Complete Guide to Manners and Etiquette in the 1990s,Nigel Rees,['Etiquette']
Emily Post's Etiquette (Plain),Elizabeth L. Post,['Etiquette']
The Amy Vanderbilt Complete Book of Etiquette: A Guide to Contemporary Living,Letitia Baldrige,['Etiquette']
Emily Post's Etiquette,Emily Post,['Etiquette']
Flirtology,Anita Naik,['Etiquette']
An Innocent Eye,Philip Hook,['Reconciliation']
Medical Murderers: From the Files of True Detective Magazine,Rose G. Mandelsberg,['CRIMES ET CRIMINELS.']
"A Necessary Evil, A",Bruce Venables,['Police corruption']
Isolated Incident,Susan Sloan,['Police corruption']
A room with dark mirrors: A novel of suspense,Velda Johnston,['False personation']
Rancher Takes A Wife (Montana Mavericks #5) (Montana Mavericks),Jackie Merritt,['Montana']
Just Pretending (Silhouette Special Edition: Montana Brides),Myrna Mackenzie,['Montana']
Silver Flame,Susan Johnson,['Montana']
Compass American Guides : Montana,Norma Tirrell,['Montana']
THIS CALDER SKY,Janet Dailey,['Montana']
Wolf At the Door,Barbara Corcoran,['Montana']
And the Winner Weds! (Silhouette Special Edition: Montana Brides),Robin Wells,['Automobile racing drivers']
Formula One Fanatic,Koen Vergeer,['Automobile racing drivers']
Michael Schumacher,Domenjoz,['Automobile racing drivers']
A Kid's Guide to Nascar,Loren Mooney,['Automobile racing drivers']
The New Villeneuve,Timothy Collings,['Automobile racing drivers']
One hundred dollar misunderstanding: A novel,Robert Gover,['African American teenage girls']
The Ages of Lulu,Almudena Grandes,"['Erotic stories, French']"
"The Misfortunes of Virtue, and Other Early Tales (The World's Classics)",Marquis De Sade,"['Erotic stories, French']"
Mexican Ghost Tales of the Southwest: Stories and Illustrations,Alfred Avila,['Mexican Americans']
"Again, Josefina! (The American Girls Collection)",Valerie Tripp,['Mexican Americans']
Elena,Diane Stanley,['Mexican Americans']
"Bounty Hunter, The",Marian Flandrick Bray,['Mexican Americans']
Quest for Well of Souls,Jack L. Chalker,"['Chang, Mavra (Fictitious character)']"
Missile Envy: The Arms Race and Nuclear War,"Helen, Dr. Caldicott",['Arms race']
Salmagundi,Joy Cowley,['Arms race']
The Nuclear War Game,Adam Suddaby,['Arms race']
Eden's Promise,Cassie Edwards,['Minnesota literature (Fiction)']
A Small Town in Germany,JOHN LE CARRE,['Bonn (Germany)']
ONE TOUGH COP : THE BO DIETL STORY,Bo Dietl,['Detectives']
BLYE PRIVATE EYE,Nicholas Pileggi,['Detectives']
The Making of a Detective,Harvey Rachlin,['Detectives']
"Sex, Race, and God: Christian Feminism in Black and White",Susan Brooks Thistlethwaite,['Black theology']
Insiders' Guide to Phoenix,Lori Rohlk Pfeiffer,['Phoenix (Ariz.)']
Alfred Hitchcock Presents: The Master's Choice,Alfred Hitchcock,"['Detective and mystery stories, American.']"
John D. Macdonald: Five Complete Travis McGee Novels,John D. MacDonald,"['Detective and mystery stories, American.']"
Tales of Suspense (Illus),Edgar Allan Poe,"['Detective and mystery stories, American.']"
Murder in Los Angeles,Jon L. Breen,"['Detective and mystery stories, American.']"
Kinky Friedman: Three Complete Mysteries : Greenwich Killing Time/a Case of Lone Star/When the Cat's Away,Kinky Friedman,"['Detective and mystery stories, American.']"
Perry Mason: Seven Complete Mysteries,Erle S. Gardner,"['Detective and mystery stories, American.']"
WHY DID DADDY DIE? HELPING CHILDREN COPE WITH THE LOSS OF A PARENT,Linda Alderman,['Bereavement in children']
"Someone Special Died (Kids Have Feelings, Too)",Joan Prestine,['Bereavement in children']
That Lady,Kate O'Brien,['Irish fiction']
The Oxford Dictionary of Idioms,Jennifer Speake,['Anglais (Langue) - Idiotismes - Dictionnaires']
Casa Negra,Stephen King,['Ex-police officers']
The Church of Satan: A History of the World's Most Notorious Religion,Blanche Barton,['Satanism']
The Equinox of the Gods,Aleister Crowley,['Spirit writings']
"The Law Is for All: The Authorized Popular Commentary of Liber Al Vel Legis Sub Figura Ccxx, the Book of the Law",Aleister Crowley,['Spirit writings.']
The Oxford Guide to Family History,David Hey,['England Genealogy']
Woman on Trial,Lawrencia Bembenek,['Convicts']
Tortured for His Faith: An Epic of Christian Courage and Heroism in Our Day,Haralan Popoff,['Convicts']
In constant fear,Peter Remick,['Convicts']
Twice pardoned: An ex-con talks to parents and teens,Harold Morris,['Convicts']
"BREAKDOWN: SEX, SUICIDE AND THE HARVARD PSYCHIATRIST : BREAKDOWN: SEX, SUICIDE AND THE HARVARD PSYCHIATRIST",Eileen McNamara,['Psychotherapist and patient']
Oranges,John Mcphee,['Orange']
Cam Jansen and the Mystery of the Gold Coins (CAM Jansen (Paperback)),David A. Adler,['Cameras']
"Cub in the Cupboard (Daniels, Lucy. Animal Ark Series, 7.)",Lucy Daniels,['Animal Ark (Imaginary organization)']
Animal Ark Treasury,Ben M. Baglio,['Animal Ark (Imaginary organization)']
Cantsee: The Cat Who Was the Color of the Carpet,Gretchen Schields,['Camouflage (Biology)']
The Design of Everyday Things,Donald Norman,['Human engineering']
Dancing With a Ghost: Exploring Indian Reality,Rupert Ross,['Cree Indians']
The Diddakoi.,Rumer Godden,['Culture conflict']
The Full Story,Brian Caswell,['Culture conflict']
The Spider's House,Paul Bowles,['Culture conflict']
Once a Mouse,Marcia Brown,['Television broadcasting']
The Cool Fire: How to Make It in Television,Bob Shanks,['Television broadcasting']
The Man with the Key Has Gone!,Ian Clarke,"['Missionaries, Medical']"
East of the Sun,Barbara Bickmore,"['Missionaries, Medical']"
National Audubon Society North American Birdfeeder Handbook,Robert Burton,['Bird attracting']
Bird Feeder Guide,Marcus Schneck,['Bird attracting']
Reading Group Journal: Notes in the Margin,Martha Burns,['Book clubs (Bookselling)']
Waltzing Matilda,A.B. Paterson,['Australian poetry']
LA Mama Poetica (Mup Paperbacks),Mal Morgan,['Australian poetry']
The cave after saltwater tide (Australian poetry series),David P Reiter,['Australian poetry']
At the Florida (Uqp Paperbacks),John Tranter,['Australian poetry']
The Oxford Book of Australian Love Poems,Jennifer Strauss,['Australian poetry']
Penguin Book of Australian Women Poets,Susan Hampton,['Australian poetry']
Once A Lover,Author Unknown,['Women authors']
"Mystery Train (Harlequin Intrigue, No 45)",Lynn Turner,['Women journalists']
How Did I Get Here from There?,Claire Rayner,['Women journalists']
Spreading fires,John Knowles,['Household employees']
HAPPILY EVER AFTER A (Yearling Books (Paperback)),JUDIE WOLKOFF,['Remarriage']
Does Third Grade Last Forever? (Making the Grade Series),Mindy Schanback,['Remarriage']
Someone to Count on,Patricia Hermes,['Grandfathers']
Tomi Ungerer's Heidi: The Classic Novel,Johanna Spyri,['Grandfathers']
A Visit to My Grandpas Garden (Bunny Bunch),Sunny Griffin,['Grandfathers']
"We're Very Good Friends, My Grandpa and I (We're Very Good Friends (Hardcover Ideals))",P. K. Hallinan,['Grandfathers']
"We're Very Good Friends, My Grandpa and I (We're Very Good Friends (Paperback Ideals))",P.K. Hallinan,['Grandfathers']
Bad luck Tony: Story,Dennis B Fradin,['Grandfathers']
Blue Skye,Lael Littke,['Grandfathers']
SNAKE HUNT!,Jill Kastner,['Grandfathers']
TRUE BLUE HAWAII CLUELESS TV TIE IN,Randi Reisfeld,['Cher (Fictitious character)']
"SKIING FOR THE PRIZE: HIGH-FIVES (The High Fives, No 5)",S. S. Gorman,['Skis and skiing']
The top of the hill,Irwin Shaw,['Skis and skiing']
The angry giants of Troll Mountain,Don Arthur Torgersen,['Skis and skiing']
